participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
494361,Academic Advisor,Student Affairs,Comfortable,Career Development,Understanding how AI is reshaping jobs and roles in Student Affairs,Lack of Training,Few resources to help Student Affairs colleagues build practical AI skills,"I already use AI fairly regularly, I see AI skills as important for my career but the lack of training is what holds me back. A hands-on session with real Student Affairs examples would help a lot."
238677,Research Staff,Research Computing,Uncomfortable,Grant Writing,Drafting and tightening grant proposals for Research Computing sponsored projects,Data Privacy,Protecting confidential participant and student data from AI services,"I've only dabbled with AI and feel uncertain, I'd especially value help with grant writing, and at the same time data privacy is my biggest concern. Time for questions specific to Research Computing would be valuable."
736360,Research Scientist,Research Computing,Neutral,Programming Assistance,Speeding up software prototyping and automation in Research Computing,Hallucinations and Accuracy,AI confidently inventing facts and citations in Research Computing work,"I have mixed feelings about AI, I'm hoping to get better at using AI for coding but the accuracy and hallucination problem concerns me."
182677,IT Staff,Information Technology,Neutral,Administrative Efficiency,Streamlining recurring administrative tasks for the Information Technology office,Security Risks,AI tools opening new security and data-leak risks for Information Technology systems,"I have mixed feelings about AI, I'm focused on cutting down administrative busywork, though security risks are top of mind for me. Examples relevant to my day-to-day would make it stick."
577880,Administrative Staff,Student Affairs,Neutral,Responsible AI,Learning to use AI ethically and transparently in Student Affairs settings,Cost and Resources,Unsure how to fund sustainable AI access for Student Affairs staff,"I'm somewhere in the middle on AI, I care most about learning to use AI responsibly, and at the same time cost and access are practical concerns for us. Please include practical takeaways I can use right away."
154461,Administrative Staff,Business,Neutral,Student Learning Support,Supporting students who need extra help understanding Business concepts,Security Risks,Protecting campus systems from AI-related phishing and breaches,"I'm somewhere in the middle on AI, I really want to use AI to better support student learning but security risks are top of mind for me."
343344,Graduate Student,Engineering,Comfortable,Literature Review,Finding and synthesizing relevant papers for Engineering review work faster,Data Privacy,Protecting confidential participant and student data from AI services,"I'm reasonably comfortable using AI day to day, what excites me most is speeding up literature reviews, and at the same time data privacy is my biggest concern. Please include practical takeaways I can use right away."
820522,IT Staff,Information Technology,Comfortable,Administrative Efficiency,"Automating reports, scheduling, and routine Information Technology paperwork with AI",Hallucinations and Accuracy,Fabricated references and wrong answers undermining trust in Information Technology tasks,"I'm reasonably comfortable using AI day to day, I'm focused on cutting down administrative busywork — that said, the accuracy and hallucination problem concerns me."
259689,Research Scientist,Computer Science,Neutral,Data Analysis,Using AI assistants to write and debug analysis code for Computer Science data,Bias and Fairness,Worried about fairness when AI informs Computer Science decisions about people,"I'm somewhere in the middle on AI, I'm keen to use AI for data analysis but I worry about bias and fairness in these tools. A hands-on session with real Computer Science examples would help a lot."
571826,Undergraduate Student,Public Health,Neutral,Data Analysis,Interpreting statistical results and building reproducible Public Health pipelines,Student Overreliance on AI,Students leaning on AI instead of building core Public Health skills,"I'm somewhere in the middle on AI, I'm keen to use AI for data analysis — that said, I worry students will lean on AI too heavily. Examples relevant to my day-to-day would make it stick."
285554,Undergraduate Student,Engineering,Very Uncomfortable,Student Learning Support,Supporting students who need extra help understanding Engineering concepts,Data Privacy,Sensitive Engineering data being exposed when pasted into AI tools,"AI tools still feel intimidating to me, I really want to use AI to better support student learning — that said, data privacy is my biggest concern. Please include practical takeaways I can use right away."
677045,Graduate Student,Computer Science,Neutral,Career Development,Understanding how AI is reshaping jobs and roles in Computer Science,Copyright and Intellectual Property,Concern about AI training on copyrighted Computer Science materials without permission,"I'm somewhere in the middle on AI, I see AI skills as important for my career but copyright and IP questions worry me."
712584,Postdoctoral Researcher,Biology,Uncomfortable,Grant Writing,Improving clarity and turnaround on competitive Biology grant applications,Hallucinations and Accuracy,Fabricated references and wrong answers undermining trust in Biology tasks,"I've only dabbled with AI and feel uncertain, I'd especially value help with grant writing — that said, the accuracy and hallucination problem concerns me. Please include practical takeaways I can use right away."
399271,Research Staff,Public Health,Very Comfortable,Grant Writing,Drafting and tightening grant proposals for Public Health sponsored projects,Research Integrity,Concerned about properly attributing AI contributions in Public Health scholarship,"I use AI extensively and feel confident with it, I'd especially value help with grant writing but my main worry is protecting research integrity. I'd appreciate clear guidance tailored to Public Health work."
749321,Undergraduate Student,Public Health,Very Comfortable,Career Development,Building AI skills that strengthen my Public Health career prospects,No Major Concerns,No significant worries; mainly curious how AI helps Public Health work,"I use AI extensively and feel confident with it, I see AI skills as important for my career, and at the same time I don't have major concerns at this point. Please include practical takeaways I can use right away."
942957,Graduate Student,Business,Comfortable,Grant Writing,Drafting and tightening grant proposals for Business sponsored projects,Copyright and Intellectual Property,Concern about AI training on copyrighted Business materials without permission,"I already use AI fairly regularly, I'd especially value help with grant writing — that said, copyright and IP questions worry me. Time for questions specific to Business would be valuable."
202065,Graduate Student,Medicine,Neutral,Research Productivity,Speeding up routine research tasks so I can focus on Medicine questions,Research Integrity,Concerned about properly attributing AI contributions in Medicine scholarship,"I'm somewhere in the middle on AI, I'd love practical ways to make my research more productive, though my main worry is protecting research integrity. A hands-on session with real Medicine examples would help a lot."
264584,IT Staff,Research Computing,Very Comfortable,AI Policy and Governance,Setting expectations and guardrails for AI use across Research Computing,Security Risks,AI tools opening new security and data-leak risks for Research Computing systems,"I use AI extensively and feel confident with it, my priority is sensible AI policy and governance but security risks are top of mind for me."
522345,Undergraduate Student,Biology,Comfortable,Programming Assistance,Getting help writing and debugging code for my Biology work,Research Integrity,Worried AI-generated text could undermine integrity of Biology research outputs,"I'm reasonably comfortable using AI day to day, I'm hoping to get better at using AI for coding, and at the same time my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
732016,Undergraduate Student,Biology,Neutral,Programming Assistance,Getting help writing and debugging code for my Biology work,Research Compliance,AI use possibly conflicting with IRB and Biology compliance rules,"I have mixed feelings about AI, I'm hoping to get better at using AI for coding, though staying compliant with research rules is a real concern. Please include practical takeaways I can use right away."
356589,Administrative Staff,Sponsored Programs,Very Comfortable,Research Compliance,Ensuring data handling and AI use meet Sponsored Programs regulatory standards,Data Privacy,Protecting confidential participant and student data from AI services,"I'm an enthusiastic adopter of AI tools, I need AI guidance that respects research compliance — that said, data privacy is my biggest concern. A hands-on session with real Sponsored Programs examples would help a lot."
838178,Faculty,Education,Neutral,Research Computing,Supporting researchers using GPUs and clusters for Education AI work,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Education questions,"I have mixed feelings about AI, I'm interested in running AI workloads on our computing resources, and at the same time the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Education work."
546487,Undergraduate Student,Public Health,Comfortable,Career Development,Building AI skills that strengthen my Public Health career prospects,Student Overreliance on AI,Worried Public Health students stop thinking critically when AI does the work,"I already use AI fairly regularly, I see AI skills as important for my career, and at the same time I worry students will lean on AI too heavily."
545719,Graduate Student,Business,Neutral,Academic Writing,Polishing prose for Business papers while keeping my own voice,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Business questions,"I'm somewhere in the middle on AI, I'd like to strengthen my academic writing with AI but the accuracy and hallucination problem concerns me. Time for questions specific to Business would be valuable."
780274,Research Staff,Medicine,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Medicine pipelines,Bias and Fairness,Worried about fairness when AI informs Medicine decisions about people,"I already use AI fairly regularly, I'm keen to use AI for data analysis, though I worry about bias and fairness in these tools."
511612,Research Staff,Sponsored Programs,Comfortable,Student Learning Support,Supporting students who need extra help understanding Sponsored Programs concepts,Data Privacy,Unclear where AI vendors store and reuse our Sponsored Programs data,"I already use AI fairly regularly, I really want to use AI to better support student learning — that said, data privacy is my biggest concern. A hands-on session with real Sponsored Programs examples would help a lot."
685998,Department Chair,Humanities,Neutral,Teaching and Course Design,Rethinking assessments in Humanities now that students have AI tools,Academic Misconduct,Hard to tell AI-assisted from independent work in Humanities courses,"I'm somewhere in the middle on AI, I'm most interested in applying AI to teaching and course design — that said, I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
217487,Academic Leadership,Sponsored Programs,Neutral,Generative AI Tools,Understanding which generative AI tools actually fit Sponsored Programs workflows,Data Privacy,Protecting confidential participant and student data from AI services,"I'm somewhere in the middle on AI, I want to understand which generative AI tools are worth using, and at the same time data privacy is my biggest concern. Please include practical takeaways I can use right away."
516881,Undergraduate Student,Public Health,Very Uncomfortable,Career Development,Building AI skills that strengthen my Public Health career prospects,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Public Health questions,"AI tools still feel intimidating to me, I see AI skills as important for my career, though the accuracy and hallucination problem concerns me."
553659,Graduate Student,Engineering,Very Comfortable,Programming Assistance,Learning to use AI coding assistants for Engineering scripts and tools,Academic Misconduct,Hard to tell AI-assisted from independent work in Engineering courses,"I'm an enthusiastic adopter of AI tools, I'm hoping to get better at using AI for coding, and at the same time I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
529944,Undergraduate Student,Computer Science,Very Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Computer Science students,No Major Concerns,Generally optimistic about AI's role in supporting Computer Science tasks,"I use AI extensively and feel confident with it, I really want to use AI to better support student learning but I don't have major concerns at this point. Examples relevant to my day-to-day would make it stick."
573112,Undergraduate Student,Business,Comfortable,Student Learning Support,Supporting students who need extra help understanding Business concepts,Student Overreliance on AI,Students leaning on AI instead of building core Business skills,"I already use AI fairly regularly, I really want to use AI to better support student learning, though I worry students will lean on AI too heavily. Concrete do's and don'ts would make this more useful."
878566,Undergraduate Student,Business,Neutral,Career Development,Preparing for an AI-influenced job market after my Business studies,Lack of Training,Not enough hands-on training to use AI confidently in Business,"I'm somewhere in the middle on AI, I see AI skills as important for my career but the lack of training is what holds me back. Examples relevant to my day-to-day would make it stick."
602914,IT Staff,Information Technology,Neutral,Programming Assistance,Speeding up software prototyping and automation in Information Technology,Student Overreliance on AI,Overreliance eroding foundational competencies among Information Technology students,"I'm somewhere in the middle on AI, I'm hoping to get better at using AI for coding, and at the same time I worry students will lean on AI too heavily. Examples relevant to my day-to-day would make it stick."
181967,Undergraduate Student,Medicine,Neutral,Generative AI Tools,Getting hands-on practice with current generative AI for Medicine tasks,Data Privacy,Sensitive Medicine data being exposed when pasted into AI tools,"I'm somewhere in the middle on AI, I want to understand which generative AI tools are worth using but data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
862363,Graduate Student,Computer Science,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Computer Science pipelines,No Major Concerns,No significant worries; mainly curious how AI helps Computer Science work,"I'm reasonably comfortable using AI day to day, I'm keen to use AI for data analysis, and at the same time I don't have major concerns at this point. Time for questions specific to Computer Science would be valuable."
425562,Graduate Student,Engineering,Very Comfortable,Research Productivity,"Using AI to draft, organize, and accelerate my Engineering research workflow",Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Engineering questions,"I use AI extensively and feel confident with it, I'd love practical ways to make my research more productive, though the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Engineering work."
766718,Faculty,Education,Uncomfortable,Academic Writing,Using AI to edit drafts and tighten arguments in Education writing,Bias and Fairness,AI models producing biased outputs that disadvantage some Education groups,"I've only dabbled with AI and feel uncertain, I'd like to strengthen my academic writing with AI, though I worry about bias and fairness in these tools."
276737,Postdoctoral Researcher,Biology,Very Comfortable,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Data Privacy,Sensitive Biology data being exposed when pasted into AI tools,"I use AI extensively and feel confident with it, my priority is sensible AI policy and governance, and at the same time data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
278004,Graduate Student,Education,Neutral,Generative AI Tools,Understanding which generative AI tools actually fit Education workflows,Data Privacy,Unclear where AI vendors store and reuse our Education data,"I have mixed feelings about AI, I want to understand which generative AI tools are worth using but data privacy is my biggest concern. Please include practical takeaways I can use right away."
493932,Research Scientist,Public Health,Neutral,Responsible AI,Building responsible-use habits and disclosure norms for Public Health work,Data Privacy,Unclear where AI vendors store and reuse our Public Health data,"I have mixed feelings about AI, I care most about learning to use AI responsibly, though data privacy is my biggest concern. I'd appreciate clear guidance tailored to Public Health work."
987293,Undergraduate Student,Engineering,Comfortable,Student Learning Support,Helping Engineering students use AI tutors without undermining their own learning,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Engineering questions,"I'm reasonably comfortable using AI day to day, I really want to use AI to better support student learning but the accuracy and hallucination problem concerns me. Concrete do's and don'ts would make this more useful."
475126,Undergraduate Student,Education,Uncomfortable,Career Development,Preparing for an AI-influenced job market after my Education studies,Academic Misconduct,Students using AI to complete Education assignments without learning anything,"I've only dabbled with AI and feel uncertain, I see AI skills as important for my career, though I'm concerned about academic misconduct. I hope the workshop balances enthusiasm with caution."
843328,Graduate Student,Biology,Comfortable,Academic Writing,Polishing prose for Biology papers while keeping my own voice,Research Integrity,Worried AI-generated text could undermine integrity of Biology research outputs,"I'm reasonably comfortable using AI day to day, I'd like to strengthen my academic writing with AI, and at the same time my main worry is protecting research integrity. Concrete do's and don'ts would make this more useful."
757402,Graduate Student,Public Health,Neutral,Career Development,Understanding how AI is reshaping jobs and roles in Public Health,Lack of Training,Few resources to help Public Health colleagues build practical AI skills,"I have mixed feelings about AI, I see AI skills as important for my career, and at the same time the lack of training is what holds me back. Time for questions specific to Public Health would be valuable."
419083,Administrative Staff,Library Services,Comfortable,Administrative Efficiency,Streamlining recurring administrative tasks for the Library Services office,Data Privacy,Unclear where AI vendors store and reuse our Library Services data,"I already use AI fairly regularly, I'm focused on cutting down administrative busywork but data privacy is my biggest concern."
669977,Undergraduate Student,Public Health,Very Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Public Health students,Data Privacy,Sensitive Public Health data being exposed when pasted into AI tools,"I'm an enthusiastic adopter of AI tools, I really want to use AI to better support student learning — that said, data privacy is my biggest concern. Time for questions specific to Public Health would be valuable."
637098,Graduate Student,Computer Science,Comfortable,Generative AI Tools,Getting hands-on practice with current generative AI for Computer Science tasks,Academic Misconduct,Students using AI to complete Computer Science assignments without learning anything,"I'm reasonably comfortable using AI day to day, I want to understand which generative AI tools are worth using, and at the same time I'm concerned about academic misconduct. Time for questions specific to Computer Science would be valuable."
252037,Graduate Student,Biology,Very Comfortable,Literature Review,Speeding up systematic literature searches across Biology databases,Hallucinations and Accuracy,AI confidently inventing facts and citations in Biology work,"I use AI extensively and feel confident with it, what excites me most is speeding up literature reviews, and at the same time the accuracy and hallucination problem concerns me. Examples relevant to my day-to-day would make it stick."
836066,Graduate Student,Engineering,Neutral,Literature Review,Summarizing and screening large bodies of Engineering literature efficiently,No Major Concerns,No significant worries; mainly curious how AI helps Engineering work,"I have mixed feelings about AI, what excites me most is speeding up literature reviews, though I don't have major concerns at this point. Time for questions specific to Engineering would be valuable."
466892,Undergraduate Student,Education,Very Comfortable,Programming Assistance,Speeding up software prototyping and automation in Education,No Major Concerns,"Few concerns so far, just want practical Education guidance","I use AI extensively and feel confident with it, I'm hoping to get better at using AI for coding — that said, I don't have major concerns at this point. Concrete do's and don'ts would make this more useful."
958163,Graduate Student,Biology,Very Comfortable,Data Analysis,Using AI assistants to write and debug analysis code for Biology data,Data Privacy,Sensitive Biology data being exposed when pasted into AI tools,"I use AI extensively and feel confident with it, I'm keen to use AI for data analysis, and at the same time data privacy is my biggest concern. Examples relevant to my day-to-day would make it stick."
742235,Undergraduate Student,Humanities,Very Comfortable,Student Learning Support,Creating practice problems and study aids for struggling Humanities students,Lack of Training,Not enough hands-on training to use AI confidently in Humanities,"I'm an enthusiastic adopter of AI tools, I really want to use AI to better support student learning but the lack of training is what holds me back. Examples relevant to my day-to-day would make it stick."
522967,Undergraduate Student,Business,Very Uncomfortable,Generative AI Tools,Comparing chatbots and assistants for practical Business use cases,Lack of Training,Few resources to help Business colleagues build practical AI skills,"I'm fairly new to AI and honestly a bit anxious about it, I want to understand which generative AI tools are worth using — that said, the lack of training is what holds me back. Time for questions specific to Business would be valuable."
585324,Administrative Staff,Sponsored Programs,Very Uncomfortable,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Data Privacy,Sensitive Sponsored Programs data being exposed when pasted into AI tools,"AI tools still feel intimidating to me, my priority is sensible AI policy and governance — that said, data privacy is my biggest concern. Time for questions specific to Sponsored Programs would be valuable."
525597,Administrative Staff,Medicine,Very Uncomfortable,Generative AI Tools,Understanding which generative AI tools actually fit Medicine workflows,Research Integrity,Concerned about properly attributing AI contributions in Medicine scholarship,"I'm fairly new to AI and honestly a bit anxious about it, I want to understand which generative AI tools are worth using but my main worry is protecting research integrity. Time for questions specific to Medicine would be valuable."
711566,Undergraduate Student,Public Health,Neutral,Career Development,Preparing for an AI-influenced job market after my Public Health studies,Student Overreliance on AI,Overreliance eroding foundational competencies among Public Health students,"I'm somewhere in the middle on AI, I see AI skills as important for my career — that said, I worry students will lean on AI too heavily. Time for questions specific to Public Health would be valuable."
155379,Postdoctoral Researcher,Engineering,Comfortable,Academic Writing,Polishing prose for Engineering papers while keeping my own voice,Hallucinations and Accuracy,AI confidently inventing facts and citations in Engineering work,"I already use AI fairly regularly, I'd like to strengthen my academic writing with AI but the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Engineering work."
405923,Research Scientist,Medicine,Comfortable,Data Analysis,"Cleaning, exploring, and visualizing Medicine datasets more quickly",Research Compliance,Keeping AI workflows compliant with sponsor and Medicine mandates,"I already use AI fairly regularly, I'm keen to use AI for data analysis but staying compliant with research rules is a real concern. Time for questions specific to Medicine would be valuable."
403656,Administrative Staff,Student Affairs,Neutral,Administrative Efficiency,"Automating reports, scheduling, and routine Student Affairs paperwork with AI",Security Risks,Protecting campus systems from AI-related phishing and breaches,"I have mixed feelings about AI, I'm focused on cutting down administrative busywork, and at the same time security risks are top of mind for me. I hope the workshop balances enthusiasm with caution."
784090,Research Scientist,Biology,Comfortable,Research Computing,Scaling models and pipelines on high-performance computing for Biology,Research Integrity,Concerned about properly attributing AI contributions in Biology scholarship,"I'm reasonably comfortable using AI day to day, I'm interested in running AI workloads on our computing resources but my main worry is protecting research integrity. A hands-on session with real Biology examples would help a lot."
335059,Undergraduate Student,Humanities,Neutral,Student Learning Support,Supporting students who need extra help understanding Humanities concepts,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Humanities questions,"I'm somewhere in the middle on AI, I really want to use AI to better support student learning, though the accuracy and hallucination problem concerns me. Examples relevant to my day-to-day would make it stick."
548593,Undergraduate Student,Engineering,Neutral,Programming Assistance,Speeding up software prototyping and automation in Engineering,Data Privacy,Unclear where AI vendors store and reuse our Engineering data,"I'm somewhere in the middle on AI, I'm hoping to get better at using AI for coding — that said, data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
678472,Graduate Student,Public Health,Comfortable,Data Analysis,Interpreting statistical results and building reproducible Public Health pipelines,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Public Health questions,"I already use AI fairly regularly, I'm keen to use AI for data analysis — that said, the accuracy and hallucination problem concerns me. A hands-on session with real Public Health examples would help a lot."
798749,Faculty,Medicine,Neutral,Student Learning Support,Supporting students who need extra help understanding Medicine concepts,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I have mixed feelings about AI, I really want to use AI to better support student learning — that said, my main worry is protecting research integrity. Examples relevant to my day-to-day would make it stick."
231705,Academic Advisor,Student Affairs,Very Comfortable,Administrative Efficiency,"Automating reports, scheduling, and routine Student Affairs paperwork with AI",Student Overreliance on AI,Worried Student Affairs students stop thinking critically when AI does the work,"I'm an enthusiastic adopter of AI tools, I'm focused on cutting down administrative busywork, though I worry students will lean on AI too heavily. Please include practical takeaways I can use right away."
544502,Postdoctoral Researcher,Engineering,Uncomfortable,Research Productivity,Cutting time spent on repetitive analysis steps in my Engineering projects,Copyright and Intellectual Property,Concern about AI training on copyrighted Engineering materials without permission,"I've only dabbled with AI and feel uncertain, I'd love practical ways to make my research more productive, though copyright and IP questions worry me. I'd appreciate clear guidance tailored to Engineering work."
373505,Undergraduate Student,Biology,Uncomfortable,Programming Assistance,Learning to use AI coding assistants for Biology scripts and tools,Hallucinations and Accuracy,Fabricated references and wrong answers undermining trust in Biology tasks,"I'm not very confident with AI yet, I'm hoping to get better at using AI for coding, though the accuracy and hallucination problem concerns me. Please include practical takeaways I can use right away."
488600,Undergraduate Student,Humanities,Comfortable,Programming Assistance,Speeding up software prototyping and automation in Humanities,No Major Concerns,No significant worries; mainly curious how AI helps Humanities work,"I already use AI fairly regularly, I'm hoping to get better at using AI for coding — that said, I don't have major concerns at this point. I hope the workshop balances enthusiasm with caution."
710063,Administrative Staff,Student Affairs,Comfortable,Research Compliance,Keeping AI use aligned with IRB and Student Affairs research regulations,Security Risks,Protecting campus systems from AI-related phishing and breaches,"I already use AI fairly regularly, I need AI guidance that respects research compliance but security risks are top of mind for me. I hope the workshop balances enthusiasm with caution."
873878,Graduate Student,Computer Science,Comfortable,Academic Writing,Improving clarity and structure of my Computer Science manuscripts and reports,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Computer Science questions,"I'm reasonably comfortable using AI day to day, I'd like to strengthen my academic writing with AI, though the accuracy and hallucination problem concerns me. Examples relevant to my day-to-day would make it stick."
592209,Postdoctoral Researcher,Computer Science,Neutral,Grant Writing,Drafting and tightening grant proposals for Computer Science sponsored projects,Cost and Resources,Licensing and compute costs straining limited Computer Science budgets,"I'm somewhere in the middle on AI, I'd especially value help with grant writing but cost and access are practical concerns for us. I'd appreciate clear guidance tailored to Computer Science work."
856127,Faculty,Humanities,Comfortable,Teaching and Course Design,Designing AI-aware assignments and rubrics for my Humanities courses,Student Overreliance on AI,Worried Humanities students stop thinking critically when AI does the work,"I already use AI fairly regularly, I'm most interested in applying AI to teaching and course design, though I worry students will lean on AI too heavily. Concrete do's and don'ts would make this more useful."
853765,Faculty,Education,Comfortable,Grant Writing,Using AI to outline aims and polish narratives for Education funding,Student Overreliance on AI,Students leaning on AI instead of building core Education skills,"I'm reasonably comfortable using AI day to day, I'd especially value help with grant writing, though I worry students will lean on AI too heavily. Examples relevant to my day-to-day would make it stick."
538209,Research Scientist,Research Computing,Very Uncomfortable,Grant Writing,Using AI to outline aims and polish narratives for Research Computing funding,Research Integrity,Concerned about properly attributing AI contributions in Research Computing scholarship,"AI tools still feel intimidating to me, I'd especially value help with grant writing, and at the same time my main worry is protecting research integrity. Please include practical takeaways I can use right away."
489561,Administrative Staff,Sponsored Programs,Neutral,Research Compliance,Keeping AI use aligned with IRB and Sponsored Programs research regulations,Lack of Training,Few resources to help Sponsored Programs colleagues build practical AI skills,"I'm somewhere in the middle on AI, I need AI guidance that respects research compliance — that said, the lack of training is what holds me back."
768515,Undergraduate Student,Engineering,Comfortable,Generative AI Tools,Understanding which generative AI tools actually fit Engineering workflows,Academic Misconduct,Students using AI to complete Engineering assignments without learning anything,"I'm reasonably comfortable using AI day to day, I want to understand which generative AI tools are worth using, and at the same time I'm concerned about academic misconduct. A hands-on session with real Engineering examples would help a lot."
902316,IT Staff,Research Computing,Very Comfortable,Research Computing,Supporting researchers using GPUs and clusters for Research Computing AI work,Security Risks,Protecting campus systems from AI-related phishing and breaches,"I use AI extensively and feel confident with it, I'm interested in running AI workloads on our computing resources, and at the same time security risks are top of mind for me. I hope the workshop balances enthusiasm with caution."
424392,Postdoctoral Researcher,Engineering,Comfortable,Career Development,Understanding how AI is reshaping jobs and roles in Engineering,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Engineering questions,"I already use AI fairly regularly, I see AI skills as important for my career, and at the same time the accuracy and hallucination problem concerns me. A hands-on session with real Engineering examples would help a lot."
989298,Faculty,Computer Science,Comfortable,Grant Writing,Improving clarity and turnaround on competitive Computer Science grant applications,Academic Misconduct,Hard to tell AI-assisted from independent work in Computer Science courses,"I already use AI fairly regularly, I'd especially value help with grant writing, and at the same time I'm concerned about academic misconduct. Concrete do's and don'ts would make this more useful."
821731,Undergraduate Student,Medicine,Comfortable,Generative AI Tools,Getting hands-on practice with current generative AI for Medicine tasks,Lack of Training,"Staff lack guidance on safe, effective AI use in Medicine","I'm reasonably comfortable using AI day to day, I want to understand which generative AI tools are worth using but the lack of training is what holds me back. Examples relevant to my day-to-day would make it stick."
553758,Faculty,Medicine,Comfortable,Teaching and Course Design,Building lecture materials and active-learning activities faster for Medicine students,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I already use AI fairly regularly, I'm most interested in applying AI to teaching and course design, though my main worry is protecting research integrity. Time for questions specific to Medicine would be valuable."
316568,Graduate Student,Business,Neutral,Grant Writing,Drafting and tightening grant proposals for Business sponsored projects,Academic Misconduct,Hard to tell AI-assisted from independent work in Business courses,"I have mixed feelings about AI, I'd especially value help with grant writing — that said, I'm concerned about academic misconduct. Concrete do's and don'ts would make this more useful."
132316,Graduate Student,Engineering,Neutral,Generative AI Tools,Getting hands-on practice with current generative AI for Engineering tasks,Copyright and Intellectual Property,Protecting intellectual property when using AI tools in Engineering work,"I have mixed feelings about AI, I want to understand which generative AI tools are worth using — that said, copyright and IP questions worry me. Concrete do's and don'ts would make this more useful."
796859,Graduate Student,Engineering,Very Comfortable,Data Analysis,Using AI assistants to write and debug analysis code for Engineering data,Data Privacy,Protecting confidential participant and student data from AI services,"I use AI extensively and feel confident with it, I'm keen to use AI for data analysis, and at the same time data privacy is my biggest concern. Time for questions specific to Engineering would be valuable."
420801,Graduate Student,Humanities,Neutral,Research Productivity,Speeding up routine research tasks so I can focus on Humanities questions,Data Privacy,Unclear where AI vendors store and reuse our Humanities data,"I have mixed feelings about AI, I'd love practical ways to make my research more productive but data privacy is my biggest concern. I hope the workshop balances enthusiasm with caution."
485653,Faculty,Business,Comfortable,Administrative Efficiency,Streamlining recurring administrative tasks for the Business office,Copyright and Intellectual Property,Unclear copyright and ownership rules for AI outputs in Business,"I already use AI fairly regularly, I'm focused on cutting down administrative busywork but copyright and IP questions worry me. I hope the workshop balances enthusiasm with caution."
500574,Undergraduate Student,Medicine,Comfortable,Career Development,Preparing for an AI-influenced job market after my Medicine studies,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I'm reasonably comfortable using AI day to day, I see AI skills as important for my career but my main worry is protecting research integrity. Concrete do's and don'ts would make this more useful."
741629,Undergraduate Student,Education,Comfortable,Research Computing,Scaling models and pipelines on high-performance computing for Education,Data Privacy,Protecting confidential participant and student data from AI services,"I already use AI fairly regularly, I'm interested in running AI workloads on our computing resources — that said, data privacy is my biggest concern. Concrete do's and don'ts would make this more useful."
734334,Graduate Student,Computer Science,Comfortable,Academic Writing,Improving clarity and structure of my Computer Science manuscripts and reports,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Computer Science questions,"I already use AI fairly regularly, I'd like to strengthen my academic writing with AI but the accuracy and hallucination problem concerns me. I hope the workshop balances enthusiasm with caution."
940919,Undergraduate Student,Business,Comfortable,Student Learning Support,Supporting students who need extra help understanding Business concepts,Hallucinations and Accuracy,Hard to verify AI output accuracy for technical Business questions,"I already use AI fairly regularly, I really want to use AI to better support student learning, and at the same time the accuracy and hallucination problem concerns me. I'd appreciate clear guidance tailored to Business work."
961895,Undergraduate Student,Business,Comfortable,Programming Assistance,Speeding up software prototyping and automation in Business,Lack of Training,Not enough hands-on training to use AI confidently in Business,"I already use AI fairly regularly, I'm hoping to get better at using AI for coding, and at the same time the lack of training is what holds me back. Please include practical takeaways I can use right away."
954566,Undergraduate Student,Business,Very Comfortable,Student Learning Support,Supporting students who need extra help understanding Business concepts,Data Privacy,Protecting confidential participant and student data from AI services,"I'm an enthusiastic adopter of AI tools, I really want to use AI to better support student learning but data privacy is my biggest concern. Please include practical takeaways I can use right away."
